# Serial 2TCM (k4=0) with k1:0.50; k2:0.50; k3:0.25
# Times[minutes] Activity[kBq/ml]
6.957628e+01 1.230612e+02
6.987747e+01 1.309225e+02
7.017867e+01 1.248342e+02
7.047986e+01 1.352716e+02
7.078106e+01 1.380421e+02
7.108226e+01 1.430895e+02
7.138345e+01 1.344550e+02
7.168465e+01 1.354174e+02
7.198584e+01 1.444178e+02
7.228704e+01 1.307859e+02
7.258824e+01 1.397585e+02
7.288943e+01 1.422111e+02
7.319063e+01 1.574073e+02
7.349182e+01 1.205819e+02
7.379302e+01 1.382813e+02
7.409422e+01 1.275831e+02
7.439541e+01 1.252656e+02
7.469661e+01 1.360748e+02
7.499780e+01 1.423758e+02
7.529900e+01 1.237263e+02
7.560020e+01 1.370536e+02
7.590139e+01 1.247609e+02
7.620259e+01 1.403868e+02
7.650378e+01 1.390486e+02
7.680498e+01 1.363526e+02
7.710618e+01 1.345665e+02
7.740737e+01 1.230897e+02
7.770857e+01 1.271906e+02
7.800976e+01 1.356280e+02
7.831096e+01 1.258895e+02
7.861216e+01 1.268651e+02
7.891335e+01 1.313823e+02
7.921455e+01 1.418605e+02
7.951574e+01 1.474433e+02
7.981694e+01 1.437328e+02
8.011814e+01 1.584010e+02
8.041933e+01 1.623176e+02
8.072053e+01 1.534352e+02
8.102172e+01 1.355874e+02
8.132292e+01 1.425551e+02
8.162412e+01 1.235376e+02
8.192531e+01 1.438098e+02
8.222651e+01 1.368603e+02
8.252770e+01 1.533664e+02
8.282890e+01 1.158054e+02
8.313010e+01 1.460985e+02
8.343129e+01 1.353567e+02
8.373249e+01 1.384768e+02
8.403368e+01 1.298431e+02
8.433488e+01 1.397657e+02
8.463608e+01 1.323409e+02
8.493727e+01 1.497715e+02
8.523847e+01 1.254422e+02
8.553966e+01 1.415519e+02
8.584086e+01 1.483385e+02
8.614206e+01 1.317156e+02
8.644325e+01 1.455084e+02
8.674445e+01 1.227336e+02
8.704564e+01 1.283215e+02
8.734684e+01 1.506636e+02
8.764804e+01 1.358802e+02
8.794923e+01 1.478340e+02
8.825043e+01 1.363110e+02
8.855162e+01 1.508356e+02
8.885282e+01 1.456195e+02
8.915402e+01 1.504004e+02
8.945521e+01 1.511948e+02
8.975641e+01 1.407107e+02
9.005760e+01 1.519236e+02
9.035880e+01 1.488181e+02
9.066000e+01 1.506911e+02
9.096119e+01 1.485628e+02
9.126239e+01 1.423347e+02
9.156358e+01 1.591956e+02
9.186478e+01 1.449787e+02
9.216598e+01 1.441700e+02
9.246717e+01 1.435461e+02
9.276837e+01 1.542278e+02
9.306956e+01 1.543506e+02
9.337076e+01 1.310501e+02
9.367196e+01 1.439268e+02
9.397315e+01 1.409557e+02
9.427435e+01 1.540186e+02
9.457554e+01 1.538738e+02
9.487674e+01 1.518355e+02
9.517794e+01 1.528585e+02
9.547913e+01 1.567928e+02
9.578033e+01 1.552235e+02
9.608152e+01 1.551726e+02
9.638272e+01 1.544609e+02
9.668392e+01 1.354797e+02
9.698511e+01 1.443793e+02
9.728631e+01 1.661355e+02
9.758750e+01 1.440221e+02
9.788870e+01 1.465378e+02
9.818990e+01 1.539121e+02
9.849109e+01 1.540979e+02
9.879229e+01 1.577112e+02
9.909348e+01 1.627682e+02
9.939468e+01 1.330447e+02
9.969588e+01 1.425074e+02
9.999707e+01 1.548270e+02
1.002983e+02 1.432628e+02
1.005995e+02 1.435411e+02
1.009007e+02 1.453590e+02
1.012019e+02 1.439265e+02
1.015031e+02 1.553781e+02
1.018042e+02 1.567443e+02
1.021054e+02 1.564407e+02
1.024066e+02 1.573881e+02
1.027078e+02 1.458244e+02
1.030090e+02 1.578831e+02
1.033102e+02 1.505561e+02
1.036114e+02 1.657530e+02
1.039126e+02 1.549774e+02
1.042138e+02 1.591900e+02
1.045150e+02 1.528782e+02
1.048162e+02 1.649518e+02
1.051174e+02 1.596887e+02
1.054186e+02 1.597766e+02
1.057198e+02 1.539296e+02
1.060210e+02 1.467037e+02
1.063222e+02 1.631590e+02
1.066234e+02 1.431300e+02
1.069246e+02 1.609799e+02
1.072258e+02 1.566986e+02
1.075270e+02 1.553544e+02
1.078282e+02 1.689623e+02
1.081294e+02 1.558084e+02
1.084306e+02 1.656669e+02
1.087318e+02 1.621543e+02
1.090330e+02 1.542158e+02
1.093341e+02 1.524512e+02
1.096353e+02 1.604349e+02
1.099365e+02 1.592199e+02
1.102377e+02 1.581074e+02
1.105389e+02 1.734537e+02
1.108401e+02 1.521747e+02
1.111413e+02 1.473029e+02
1.114425e+02 1.509299e+02
1.117437e+02 1.556265e+02
1.120449e+02 1.778809e+02
1.123461e+02 1.636506e+02
1.126473e+02 1.643266e+02
1.129485e+02 1.565549e+02
1.132497e+02 1.475844e+02
1.135509e+02 1.563909e+02
1.138521e+02 1.571087e+02
1.141533e+02 1.547445e+02
1.144545e+02 1.506969e+02
1.147557e+02 1.513235e+02
1.150569e+02 1.627047e+02
1.153581e+02 1.601185e+02
1.156593e+02 1.521643e+02
1.159605e+02 1.616566e+02
1.162617e+02 1.729060e+02
1.165629e+02 1.731108e+02
1.168640e+02 1.549380e+02
1.171652e+02 1.656637e+02
1.174664e+02 1.598139e+02
1.177676e+02 1.601946e+02
1.180688e+02 1.720115e+02
1.183700e+02 1.498294e+02
1.186712e+02 1.536011e+02
1.189724e+02 1.648212e+02
1.192736e+02 1.594718e+02
1.195748e+02 1.676840e+02
1.198760e+02 1.617874e+02
