# Serial 2TCM with k1:0.50; k2:0.85; k3:0.25; k4:0.01
# Times[minutes] Activity[kBq/ml]
5.060093e+01 6.522553e+01
5.090212e+01 5.508468e+01
5.120332e+01 6.469272e+01
5.150452e+01 5.784681e+01
5.180571e+01 5.599025e+01
5.210691e+01 6.980878e+01
5.240810e+01 5.582592e+01
5.270930e+01 4.522679e+01
5.301050e+01 6.383110e+01
5.331169e+01 5.821408e+01
5.361289e+01 6.522265e+01
5.391408e+01 6.663215e+01
5.421528e+01 5.313651e+01
5.451648e+01 7.247608e+01
5.481767e+01 5.349283e+01
5.511887e+01 7.023094e+01
5.542006e+01 5.189061e+01
5.572126e+01 5.193568e+01
5.602246e+01 6.808279e+01
5.632365e+01 5.264264e+01
5.662485e+01 5.041502e+01
5.692604e+01 6.441290e+01
5.722724e+01 5.848647e+01
5.752844e+01 5.786698e+01
5.782963e+01 7.353954e+01
5.813083e+01 5.856198e+01
5.843202e+01 6.596853e+01
5.873322e+01 7.104201e+01
5.903442e+01 6.143224e+01
5.933561e+01 4.225109e+01
5.963681e+01 6.545307e+01
5.993800e+01 6.653427e+01
6.023920e+01 7.255105e+01
6.054040e+01 7.031655e+01
6.084159e+01 7.054204e+01
6.114279e+01 6.701490e+01
6.144398e+01 5.929834e+01
6.174518e+01 7.506303e+01
6.204638e+01 5.966541e+01
6.234757e+01 5.969500e+01
6.264877e+01 6.109946e+01
6.294996e+01 5.276179e+01
6.325116e+01 7.198935e+01
6.355236e+01 6.290058e+01
6.385355e+01 5.718507e+01
6.415475e+01 8.024094e+01
6.445594e+01 5.731092e+01
6.475714e+01 6.309669e+01
6.505834e+01 6.164415e+01
6.535953e+01 5.915843e+01
6.566073e+01 6.601350e+01
6.596192e+01 6.716980e+01
6.626312e+01 5.708535e+01
6.656432e+01 6.234954e+01
6.686551e+01 6.710947e+01
6.716671e+01 6.546870e+01
6.746790e+01 6.006106e+01
6.776910e+01 6.522557e+01
6.807030e+01 6.791083e+01
6.837149e+01 6.517039e+01
6.867269e+01 6.211271e+01
6.897388e+01 5.483910e+01
6.927508e+01 5.527171e+01
6.957628e+01 5.976119e+01
6.987747e+01 7.387016e+01
7.017867e+01 5.478012e+01
7.047986e+01 7.223579e+01
7.078106e+01 5.768088e+01
7.108226e+01 7.044003e+01
7.138345e+01 6.487285e+01
7.168465e+01 7.146715e+01
7.198584e+01 5.693562e+01
7.228704e+01 5.279218e+01
7.258824e+01 8.265480e+01
7.288943e+01 6.939262e+01
7.319063e+01 7.325828e+01
7.349182e+01 6.091760e+01
7.379302e+01 5.097988e+01
7.409422e+01 6.105157e+01
7.439541e+01 7.775395e+01
7.469661e+01 6.367861e+01
7.499780e+01 6.227083e+01
7.529900e+01 5.756994e+01
7.560020e+01 7.030957e+01
7.590139e+01 6.439681e+01
7.620259e+01 6.747124e+01
7.650378e+01 7.193538e+01
7.680498e+01 5.079858e+01
7.710618e+01 6.978185e+01
7.740737e+01 6.217614e+01
7.770857e+01 6.600919e+01
7.800976e+01 5.183991e+01
7.831096e+01 7.585235e+01
7.861216e+01 6.093294e+01
7.891335e+01 7.053726e+01
7.921455e+01 6.928939e+01
7.951574e+01 6.398964e+01
7.981694e+01 6.291494e+01
8.011814e+01 8.663541e+01
8.041933e+01 5.335287e+01
8.072053e+01 7.071312e+01
8.102172e+01 6.180512e+01
8.132292e+01 6.600846e+01
8.162412e+01 6.301086e+01
8.192531e+01 9.000076e+01
8.222651e+01 7.116430e+01
8.252770e+01 7.404438e+01
8.282890e+01 7.190419e+01
8.313010e+01 7.813798e+01
8.343129e+01 6.563474e+01
8.373249e+01 6.428517e+01
8.403368e+01 6.782054e+01
8.433488e+01 7.085580e+01
8.463608e+01 5.467422e+01
8.493727e+01 5.793138e+01
8.523847e+01 7.614594e+01
8.553966e+01 6.841713e+01
8.584086e+01 7.401787e+01
8.614206e+01 7.223721e+01
8.644325e+01 6.439773e+01
8.674445e+01 6.025095e+01
8.704564e+01 6.683405e+01
8.734684e+01 7.921940e+01
8.764804e+01 6.709031e+01
8.794923e+01 6.139391e+01
8.825043e+01 7.209146e+01
8.855162e+01 6.866150e+01
8.885282e+01 6.547743e+01
8.915402e+01 6.986333e+01
8.945521e+01 5.594884e+01
8.975641e+01 6.239439e+01
9.005760e+01 6.041625e+01
9.035880e+01 6.756486e+01
9.066000e+01 6.772854e+01
9.096119e+01 6.647273e+01
9.126239e+01 7.835352e+01
9.156358e+01 6.828224e+01
9.186478e+01 6.566086e+01
9.216598e+01 8.074950e+01
9.246717e+01 6.645537e+01
9.276837e+01 5.563359e+01
9.306956e+01 6.228987e+01
9.337076e+01 6.470837e+01
9.367196e+01 6.174496e+01
9.397315e+01 7.866557e+01
9.427435e+01 6.263066e+01
9.457554e+01 7.964957e+01
9.487674e+01 7.200141e+01
9.517794e+01 5.023736e+01
9.547913e+01 6.575165e+01
9.578033e+01 5.696357e+01
9.608152e+01 6.785657e+01
9.638272e+01 6.822930e+01
9.668392e+01 6.547559e+01
9.698511e+01 6.011703e+01
9.728631e+01 6.269588e+01
9.758750e+01 6.307373e+01
9.788870e+01 6.480027e+01
9.818990e+01 6.135341e+01
9.849109e+01 6.032867e+01
9.879229e+01 7.795940e+01
9.909348e+01 7.786283e+01
9.939468e+01 5.666578e+01
9.969588e+01 6.485562e+01
9.999707e+01 6.570138e+01
1.002983e+02 6.565377e+01
1.005995e+02 6.347571e+01
1.009007e+02 7.983706e+01
1.012019e+02 7.218138e+01
1.015031e+02 7.009591e+01
1.018042e+02 5.931701e+01
1.021054e+02 5.947311e+01
1.024066e+02 6.911519e+01
1.027078e+02 5.881703e+01
1.030090e+02 7.920458e+01
1.033102e+02 6.467827e+01
1.036114e+02 6.879681e+01
1.039126e+02 5.106452e+01
1.042138e+02 7.602503e+01
1.045150e+02 6.331674e+01
1.048162e+02 7.090574e+01
1.051174e+02 5.686906e+01
1.054186e+02 7.285189e+01
1.057198e+02 6.691092e+01
1.060210e+02 7.802945e+01
1.063222e+02 6.776049e+01
1.066234e+02 5.708954e+01
1.069246e+02 5.370702e+01
1.072258e+02 6.370084e+01
1.075270e+02 7.613575e+01
1.078282e+02 6.114345e+01
1.081294e+02 8.418570e+01
1.084306e+02 5.877127e+01
1.087318e+02 5.392064e+01
1.090330e+02 6.700923e+01
1.093341e+02 6.148573e+01
1.096353e+02 5.671824e+01
1.099365e+02 6.113102e+01
1.102377e+02 6.525091e+01
1.105389e+02 7.543630e+01
1.108401e+02 5.550481e+01
1.111413e+02 6.324778e+01
1.114425e+02 6.620654e+01
1.117437e+02 6.127801e+01
1.120449e+02 5.366981e+01
1.123461e+02 6.586463e+01
1.126473e+02 6.946940e+01
1.129485e+02 5.443177e+01
1.132497e+02 6.469976e+01
1.135509e+02 8.187191e+01
1.138521e+02 6.505839e+01
1.141533e+02 5.172267e+01
1.144545e+02 5.693728e+01
1.147557e+02 7.832642e+01
1.150569e+02 4.887225e+01
1.153581e+02 5.312137e+01
1.156593e+02 6.427316e+01
1.159605e+02 7.411815e+01
1.162617e+02 5.974239e+01
1.165629e+02 5.583752e+01
1.168640e+02 6.160291e+01
1.171652e+02 6.409117e+01
1.174664e+02 6.683947e+01
1.177676e+02 7.276708e+01
1.180688e+02 4.397650e+01
1.183700e+02 5.874883e+01
1.186712e+02 6.295979e+01
1.189724e+02 4.942403e+01
1.192736e+02 7.419062e+01
1.195748e+02 6.081291e+01
1.198760e+02 7.525625e+01
