# Serial 2TCM with k1:0.50; k2:0.85; k3:0.01; k4:0.01
# Times[minutes] Activity[kBq/ml]
9.276837e+01 1.126823e+01
9.306956e+01 1.155148e+01
9.337076e+01 6.725265e+00
9.367196e+01 1.351783e+01
9.397315e+01 8.776741e+00
9.427435e+01 -5.355722e+00
9.457554e+01 -1.908657e+00
9.487674e+01 5.169690e+00
9.517794e+01 6.334519e+00
9.547913e+01 3.404190e+00
9.578033e+01 3.038767e+00
9.608152e+01 2.561564e+00
9.638272e+01 -9.486936e+00
9.668392e+01 1.644270e+00
9.698511e+01 2.089865e+01
9.728631e+01 2.064531e+01
9.758750e+01 1.293567e+01
9.788870e+01 1.921668e+01
9.818990e+01 4.687601e+00
9.849109e+01 -2.187780e-01
9.879229e+01 5.975094e+00
9.909348e+01 8.679526e+00
9.939468e+01 4.275199e+00
9.969588e+01 9.417640e+00
9.999707e+01 1.136490e+01
1.002983e+02 -7.710319e+00
1.005995e+02 5.797550e+00
1.009007e+02 3.491999e+00
1.012019e+02 5.932536e+00
1.015031e+02 9.338138e-01
1.018042e+02 -3.806516e+00
1.021054e+02 1.261139e+01
1.024066e+02 5.180057e+00
1.027078e+02 7.671446e+00
1.030090e+02 -5.044728e+00
1.033102e+02 4.705484e+00
1.036114e+02 1.173329e+01
1.039126e+02 -3.832150e+00
1.042138e+02 1.084636e+01
1.045150e+02 1.252251e+01
1.048162e+02 -1.044858e+01
1.051174e+02 8.943835e+00
1.054186e+02 6.971543e+00
1.057198e+02 5.192566e+00
1.060210e+02 4.780179e+00
1.063222e+02 7.976595e+00
1.066234e+02 -1.301825e+00
1.069246e+02 2.654725e+00
1.072258e+02 1.620568e+01
1.075270e+02 -1.947214e+00
1.078282e+02 -1.227168e+01
1.081294e+02 2.347997e+00
1.084306e+02 -1.144357e+01
1.087318e+02 3.999138e+00
1.090330e+02 -1.320367e+00
1.093341e+02 6.387074e+00
1.096353e+02 -3.098212e+00
1.099365e+02 1.108662e+01
1.102377e+02 4.367982e+00
1.105389e+02 7.459859e+00
1.108401e+02 2.674345e+00
1.111413e+02 3.751919e+00
1.114425e+02 -3.313763e+00
1.117437e+02 -1.304958e+01
1.120449e+02 1.652010e+01
1.123461e+02 -5.619678e+00
1.126473e+02 1.792528e+00
1.129485e+02 1.542495e+01
1.132497e+02 1.260639e+01
1.135509e+02 -7.809015e-01
1.138521e+02 5.925590e+00
1.141533e+02 1.316085e+01
1.144545e+02 5.014403e+00
1.147557e+02 6.061005e+00
1.150569e+02 5.019046e+00
1.153581e+02 -4.000012e+00
1.156593e+02 -6.837372e-01
1.159605e+02 6.404165e+00
1.162617e+02 -2.925840e+00
1.165629e+02 1.519044e+01
1.168640e+02 1.115919e+01
1.171652e+02 -1.763357e+00
1.174664e+02 8.450777e+00
1.177676e+02 1.334939e+01
1.180688e+02 2.224801e+01
1.183700e+02 -4.546817e+00
1.186712e+02 7.340513e+00
1.189724e+02 2.122424e+01
1.192736e+02 -7.454154e+00
1.195748e+02 1.652103e+01
1.198760e+02 1.717142e+01
