# 1TCM with k1:0.10; k2:0.00
# Times[minutes] Activity[kBq/ml]
2.108372e+01 5.525692e+01
2.138492e+01 5.599613e+01
2.168611e+01 3.676582e+01
2.198731e+01 4.217490e+01
2.228850e+01 2.901280e+01
2.258970e+01 2.323422e+01
2.289090e+01 5.115129e+01
2.319209e+01 3.702970e+01
2.349329e+01 5.215991e+01
2.379448e+01 3.748278e+01
2.409568e+01 4.209571e+01
2.439688e+01 2.347310e+01
2.469807e+01 4.034658e+01
2.499927e+01 3.155029e+01
2.530046e+01 3.754815e+01
2.560166e+01 4.350481e+01
2.590286e+01 5.434813e+01
2.620405e+01 5.891647e+01
2.650525e+01 4.763027e+01
2.680644e+01 3.234363e+01
2.710764e+01 3.266369e+01
2.740884e+01 4.003242e+01
2.771003e+01 2.994378e+01
2.801123e+01 4.181322e+01
2.831242e+01 4.290160e+01
2.861362e+01 4.285432e+01
2.891482e+01 3.872244e+01
2.921601e+01 6.726343e+01
2.951721e+01 4.286479e+01
2.981840e+01 3.955459e+01
3.011960e+01 5.139479e+01
3.042080e+01 3.803707e+01
3.072199e+01 5.862029e+01
3.102319e+01 5.758449e+01
3.132438e+01 4.703105e+01
3.162558e+01 3.818955e+01
3.192678e+01 5.406797e+01
3.222797e+01 4.282078e+01
3.252917e+01 5.287732e+01
3.283036e+01 4.206124e+01
3.313156e+01 5.470741e+01
3.343276e+01 3.662702e+01
3.373395e+01 6.890905e+01
3.403515e+01 4.471949e+01
3.433634e+01 4.875615e+01
3.463754e+01 5.088867e+01
3.493874e+01 5.904076e+01
3.523993e+01 5.998569e+01
3.554113e+01 5.842975e+01
3.584232e+01 5.667002e+01
3.614352e+01 6.184608e+01
3.644472e+01 6.429455e+01
3.674591e+01 5.480948e+01
3.704711e+01 4.528318e+01
3.734830e+01 7.285982e+01
3.764950e+01 6.976062e+01
3.795070e+01 4.660223e+01
3.825189e+01 4.233357e+01
3.855309e+01 4.890908e+01
3.885428e+01 5.326743e+01
3.915548e+01 5.221820e+01
3.945668e+01 6.479031e+01
3.975787e+01 5.690255e+01
4.005907e+01 5.711884e+01
4.036026e+01 6.801429e+01
4.066146e+01 4.958565e+01
4.096266e+01 5.510844e+01
4.126385e+01 6.840133e+01
4.156505e+01 5.272166e+01
4.186624e+01 6.665535e+01
4.216744e+01 5.904584e+01
4.246864e+01 4.282716e+01
4.276983e+01 6.629670e+01
4.307103e+01 6.751584e+01
4.337222e+01 7.164186e+01
4.367342e+01 6.527498e+01
4.397462e+01 6.597580e+01
4.427581e+01 6.743289e+01
4.457701e+01 5.829662e+01
4.487820e+01 6.653140e+01
4.517940e+01 5.752407e+01
4.548060e+01 6.417880e+01
4.578179e+01 6.422582e+01
4.608299e+01 5.781276e+01
4.638418e+01 7.093218e+01
4.668538e+01 5.443114e+01
4.698658e+01 5.992538e+01
4.728777e+01 6.419553e+01
4.758897e+01 6.167158e+01
4.789016e+01 6.634894e+01
4.819136e+01 7.018920e+01
4.849256e+01 6.031416e+01
4.879375e+01 7.682000e+01
4.909495e+01 6.087820e+01
4.939614e+01 6.698259e+01
4.969734e+01 6.341470e+01
4.999854e+01 7.260000e+01
5.029973e+01 6.415907e+01
5.060093e+01 6.617428e+01
5.090212e+01 7.632008e+01
5.120332e+01 6.169235e+01
5.150452e+01 5.794957e+01
5.180571e+01 6.206279e+01
5.210691e+01 5.339831e+01
5.240810e+01 6.985164e+01
5.270930e+01 5.203871e+01
5.301050e+01 5.816021e+01
5.331169e+01 7.180377e+01
5.361289e+01 6.202996e+01
5.391408e+01 5.415741e+01
5.421528e+01 6.820306e+01
5.451648e+01 5.905456e+01
5.481767e+01 5.913296e+01
5.511887e+01 6.110289e+01
5.542006e+01 5.084417e+01
5.572126e+01 7.775639e+01
5.602246e+01 6.125914e+01
5.632365e+01 9.324124e+01
5.662485e+01 6.415760e+01
5.692604e+01 6.922069e+01
5.722724e+01 7.095317e+01
5.752844e+01 7.071612e+01
5.782963e+01 5.585387e+01
5.813083e+01 6.772552e+01
5.843202e+01 5.338233e+01
5.873322e+01 6.326863e+01
5.903442e+01 7.903832e+01
5.933561e+01 7.886186e+01
5.963681e+01 6.761729e+01
5.993800e+01 5.730489e+01
6.023920e+01 6.403839e+01
6.054040e+01 7.388175e+01
6.084159e+01 6.574443e+01
6.114279e+01 7.471270e+01
6.144398e+01 7.893196e+01
6.174518e+01 7.204644e+01
6.204638e+01 7.133515e+01
6.234757e+01 7.659228e+01
6.264877e+01 7.935076e+01
6.294996e+01 5.931007e+01
6.325116e+01 6.131293e+01
6.355236e+01 7.054099e+01
6.385355e+01 7.298580e+01
6.415475e+01 7.718787e+01
6.445594e+01 7.122477e+01
6.475714e+01 5.724861e+01
6.505834e+01 6.533659e+01
6.535953e+01 7.301820e+01
6.566073e+01 8.263569e+01
6.596192e+01 7.786499e+01
6.626312e+01 7.787700e+01
6.656432e+01 8.065541e+01
6.686551e+01 7.250483e+01
6.716671e+01 8.873315e+01
6.746790e+01 8.590964e+01
6.776910e+01 7.275735e+01
6.807030e+01 7.888068e+01
6.837149e+01 7.404275e+01
6.867269e+01 7.252849e+01
6.897388e+01 6.954150e+01
6.927508e+01 9.511389e+01
6.957628e+01 7.079119e+01
6.987747e+01 7.788083e+01
7.017867e+01 6.246647e+01
7.047986e+01 7.942805e+01
7.078106e+01 7.632746e+01
7.108226e+01 7.893382e+01
7.138345e+01 7.104616e+01
7.168465e+01 7.178666e+01
7.198584e+01 8.453213e+01
7.228704e+01 9.024078e+01
7.258824e+01 7.327647e+01
7.288943e+01 9.363580e+01
7.319063e+01 6.865032e+01
7.349182e+01 8.488442e+01
7.379302e+01 8.236159e+01
7.409422e+01 8.760750e+01
7.439541e+01 7.495304e+01
7.469661e+01 6.215728e+01
7.499780e+01 6.973047e+01
7.529900e+01 7.567898e+01
7.560020e+01 7.921639e+01
7.590139e+01 8.057136e+01
7.620259e+01 8.882696e+01
7.650378e+01 7.416229e+01
7.680498e+01 9.740400e+01
7.710618e+01 6.983401e+01
7.740737e+01 9.113267e+01
7.770857e+01 8.037928e+01
7.800976e+01 5.867550e+01
7.831096e+01 9.753427e+01
7.861216e+01 7.490283e+01
7.891335e+01 7.844029e+01
7.921455e+01 8.791207e+01
7.951574e+01 8.815485e+01
7.981694e+01 8.130703e+01
8.011814e+01 8.445679e+01
8.041933e+01 7.142854e+01
8.072053e+01 6.792450e+01
8.102172e+01 8.676776e+01
8.132292e+01 8.548205e+01
8.162412e+01 8.341602e+01
8.192531e+01 8.705001e+01
8.222651e+01 8.453853e+01
8.252770e+01 8.234047e+01
8.282890e+01 8.462221e+01
8.313010e+01 7.601337e+01
8.343129e+01 8.252926e+01
8.373249e+01 7.640814e+01
8.403368e+01 8.704350e+01
8.433488e+01 8.187909e+01
8.463608e+01 8.117086e+01
8.493727e+01 8.271250e+01
8.523847e+01 7.373210e+01
8.553966e+01 8.141860e+01
8.584086e+01 8.048188e+01
8.614206e+01 8.241243e+01
8.644325e+01 7.503729e+01
8.674445e+01 9.552514e+01
8.704564e+01 6.397020e+01
8.734684e+01 8.605942e+01
8.764804e+01 7.020631e+01
8.794923e+01 8.877319e+01
8.825043e+01 8.030536e+01
8.855162e+01 8.876322e+01
8.885282e+01 9.507674e+01
8.915402e+01 8.236263e+01
8.945521e+01 7.795436e+01
8.975641e+01 6.620296e+01
9.005760e+01 8.732966e+01
9.035880e+01 9.666430e+01
9.066000e+01 7.590170e+01
9.096119e+01 8.853726e+01
9.126239e+01 7.833158e+01
9.156358e+01 8.772078e+01
9.186478e+01 9.582947e+01
9.216598e+01 8.907359e+01
9.246717e+01 9.638987e+01
9.276837e+01 1.027028e+02
9.306956e+01 6.287654e+01
9.337076e+01 8.193798e+01
9.367196e+01 9.175847e+01
9.397315e+01 8.117125e+01
9.427435e+01 8.284888e+01
9.457554e+01 1.046466e+02
9.487674e+01 7.999283e+01
9.517794e+01 8.924795e+01
9.547913e+01 1.021719e+02
9.578033e+01 7.572618e+01
9.608152e+01 7.861006e+01
9.638272e+01 9.121366e+01
9.668392e+01 8.524103e+01
9.698511e+01 8.772895e+01
9.728631e+01 9.386985e+01
9.758750e+01 8.203388e+01
9.788870e+01 8.540017e+01
9.818990e+01 9.584667e+01
9.849109e+01 9.264597e+01
9.879229e+01 9.076714e+01
9.909348e+01 8.365371e+01
9.939468e+01 9.599048e+01
9.969588e+01 9.029662e+01
9.999707e+01 7.880472e+01
1.002983e+02 9.526585e+01
1.005995e+02 8.237113e+01
1.009007e+02 8.292691e+01
1.012019e+02 9.031685e+01
1.015031e+02 8.446127e+01
1.018042e+02 9.600975e+01
1.021054e+02 9.934785e+01
1.024066e+02 9.199939e+01
1.027078e+02 1.066628e+02
1.030090e+02 9.512066e+01
1.033102e+02 1.131269e+02
1.036114e+02 8.950773e+01
1.039126e+02 8.741194e+01
1.042138e+02 8.881327e+01
1.045150e+02 9.287848e+01
1.048162e+02 9.842589e+01
1.051174e+02 8.787684e+01
1.054186e+02 9.595741e+01
1.057198e+02 9.394909e+01
1.060210e+02 9.742759e+01
1.063222e+02 9.844509e+01
1.066234e+02 1.063264e+02
1.069246e+02 9.018235e+01
1.072258e+02 1.015370e+02
1.075270e+02 7.985572e+01
1.078282e+02 8.509111e+01
1.081294e+02 1.042373e+02
1.084306e+02 7.921846e+01
1.087318e+02 8.535818e+01
1.090330e+02 9.757622e+01
1.093341e+02 8.401949e+01
1.096353e+02 9.479499e+01
1.099365e+02 9.241431e+01
1.102377e+02 9.635747e+01
1.105389e+02 7.796748e+01
1.108401e+02 9.602143e+01
1.111413e+02 9.665736e+01
1.114425e+02 1.014736e+02
1.117437e+02 8.854469e+01
1.120449e+02 9.818647e+01
1.123461e+02 8.860880e+01
1.126473e+02 8.874262e+01
1.129485e+02 1.078844e+02
1.132497e+02 1.011929e+02
1.135509e+02 1.018064e+02
1.138521e+02 1.027048e+02
1.141533e+02 8.977526e+01
1.144545e+02 8.919737e+01
1.147557e+02 9.909533e+01
1.150569e+02 1.067141e+02
1.153581e+02 8.866699e+01
1.156593e+02 9.460439e+01
1.159605e+02 1.030588e+02
1.162617e+02 1.002076e+02
1.165629e+02 8.734946e+01
1.168640e+02 1.052628e+02
1.171652e+02 8.952448e+01
1.174664e+02 9.055006e+01
1.177676e+02 9.973957e+01
1.180688e+02 1.026146e+02
1.183700e+02 9.460171e+01
1.186712e+02 9.905985e+01
1.189724e+02 1.080033e+02
1.192736e+02 9.293108e+01
1.195748e+02 8.901823e+01
1.198760e+02 1.057016e+02
